,Unnamed: 0,Column1,Groserias,Vulgar,Agresivo,Ofensivo,Unnamed: 0.1
1000,3873,,"@Telcel @ServicioTelcel por eso es que te roban en Mexico , Telcel se niega a darme de baja mi numero de celular, porque no me se la fecha de la primera llamada realizada, y  la fecha de activación de mi línea. son unos imbeciles https://t.co/0dx24PJhd7",0,0,1,3873.0
3710,4349,,"Se merecen la cancelación del tour en sus países por egoístas de mierda, él podría estarse muriendx y ustedes solo piensan en pq no se les aviso con tiempo(? Ojalá Justin nunca vuelva a considerarlos en las próximas giras, alv",1,0,1,4349.0
343,1619,1619.0,@rubiabella90 Buenos días me dé Dios,0,0,0,
1428,2377,2377.0,"Tiempos interesantes. 

Ese fulano siempre navegó con bandera de ""moderado"", ""neutral"", ""académico"", es un vil mercachifle de la palabra. https://t.co/4UAqlvS75t",0,0,1,
1116,3509,3509.0,"@disidente569 @kaoryvsco Eres tan pendejo que de todas las incoherencias que dice agarras las que más se adaptan a tu ideología. Eres tan pendejo que tratas a las mujeres como discapacitadas y no tuviéramos la elección de decir, NO. No soy subnormal como para aceptarle tragos a un pendejo. Ve a terapia.",1,1,1,
2760,3029,,@PA_Uruguay @OficialCAP Un montón de simios sin cerebro. Todo por el fanatismo por unos cuadros mediocres. Así tenemos el país.,0,0,1,3029.0
888,2817,,"@elsevenhope Haha si we le dijeron en el tuit que era el bar de samborns, y el vejestorio aferrado a que no, que es otro concepto millonario 🤣",1,0,1,2817.0
1075,4172,4172.0,"@VicenteFoxQue Siii! Regresa presidente, te doy otra oportunidad para que arregles el cagadero que dejaste en tu sexenio....",1,0,0,
514,1122,1122.0,@namjinpsa @sanyeyitoo Pero es un insulto despectivo como el temino “ojos de moneda” ya mejor ve a seguir alabando un alimentando a cantantes genéricos sin talento y sin chiste 🤣,0,0,0,
725,2225,,"@DanteFontana3 .@DanteFontana3 NOJODAAAS, PEDAZO DE MAMARRACHO. SI QUIERES COMIENZA AHORITA SALIENDO A LA CALLE Y NO REGRESES NUNCA.",0,0,1,2225.0
3651,4701,,"@davellaneda77 El único impedimento para que el Psg gane la champions es el propio Messi,  en todo el partido se la pasó ""andando"" deberían de poner a otro jugador que cubra mejor su puesto",0,0,0,4701.0
1150,3680,,"@guillermovidto @PonchoGutz @Mandarinnee Para que te desgastas explicando a alguien que es incapaz de usar la lógica y la razón, este tipejo es un cavernícola, digno representante de las huestes de TARTUFO.  O debe de ser muy buena la paga, para vender así la dignidad, llegando al absurdo de ignorar el sentido común.",0,0,1,3680.0
1371,5110,5110.0,Yo sé que esta festividad esta por llegar cuando la @daniejmnz me dice cuál será su outfit putesco🧚‍♀️ https://t.co/3pK7GHmBwI,1,0,0,
3295,3357,,"@tobyjrtaber Si le mandas mensajtos a tu otra, tené valor Jr mejor no te la llévese de swetty,  eso es no es see niño pendejo,  eso es no es tener corazón limpio sinceramente solo sos un cobarde que es tan fácil bajarte de esa nube idiota que tenes,  un día basta para sacar perros del templo",0,1,1,3357.0
1393,4073,,"*En clase, haciendo un trabajo en grupo* 
Estudiante 1: Miss, ¿quiere escuchar mi canción favorita?
Yo: aabeeer.
E1: *Procede a poner ""La Chona""*
Yo: 💃🏽
Estudiante 2: nombree, ¿Cuál es tu favorita, en serio? 🤣
E1: ¿como que La Chona no puede ser mi fav en serio? 😠
Yo: c armó 😱",0,0,0,4073.0
1633,3987,3987.0,@BrissioMauro Vos primero #pelotudo,0,0,0,
482,2837,2837.0,"@Serafincito @nanoprofe Sabía que no era cilantro ni perejil! 
Punto para mi... 🤣",0,0,0,
3222,2800,,@LuisOrozco1_ Ese vejestorio,0,0,1,2800.0
3570,1654,,"Maldito loco, debería ser ilegal jugar con Haaland. https://t.co/xKdVI3cg9g",0,0,0,1654.0
1505,1215,1215.0,"@poetagarza @LigaBBVAMX Bobo tienen equipo para jugar los dos partidos, excusas no, y  entones como el hacen todos los equipos en la liguilla o repechaje ! Engañabobos",0,0,1,
804,585,,"@JesusSalazar__ no mamen, ya me llenaron el puto twitter de sus cursilerias",1,0,0,585.0
1614,4845,4845.0,@Sir_fux_a_lot Viejo meado,1,0,1,
79,3652,3652.0,@webcamsdemexico @MxEnImagenes Un tortillero y una salsita picosita.,0,0,0,
1584,2710,,@SoyReferee no mames...de veras??? le dijo enano por su estatura??..pense que era por su numero de pasaporte,0,0,0,2710.0
1894,1734,,"Chairos, no les arde la cara de vergüenza???? jajajajajajajaja https://t.co/VhH11dO8WW",0,1,0,1734.0
1394,566,566.0,"@zetabosiors Me convenciste desde la otra vez y ya voy en la cuarta temporada, la estoy disfrutando como breaking bad carajo 💖",1,0,0,
782,4860,4860.0,Y cada uno va a tener su propio concepto me voa mear,0,0,0,
599,2676,,"Este hijo d eputa de @dflatorre  me tiene hasta los huevos con chupar le la verga a estos del PSG, haciebdo de menos el trabajo de la Juve.. Me emputa tener que aguantar lo que habla 😠",1,1,0,2676.0
2731,3051,,"Habla Nestora, mi cerebro: MUTE.",0,0,0,3051.0
1353,5568,,"@puro_beIlaqueo @CitlaHM Esa gorda inútil se hace tonta, solo está de lamebolas, de hecho que función ejerce? Que bueno que ya se van. Por eso es tan cobarde esta politiquilla que no deja que nadie responda sus tuits más que sus paleros buenos para nada",0,0,1,5568.0
1003,4002,4002.0,"@Pedroleko @WinstonDelfor @samvera96 Pensé lo mismo, no les dió ni para imprimir un pendon. Pobrecitos!",0,0,0,
1536,586,,"Por supuesto tenía que embarrar a los que ya no están, como buen pendejo que es. Si da asquito este puto interdicto. https://t.co/Oj0TQHJAfo",1,0,1,586.0
65,524,,@SoulMachine6 JajajajJAJAJAJAJ Eso me recuerda al pobre daiji y el besito que tuvo que agarrar a cantazo F,0,0,0,524.0
1085,465,,@ClouthierManuel TU PARECES PENDEJOOOOO Y YA ESTAS BASTANTE VIEJO.,1,0,1,465.0
1867,5170,5170.0,@El_Universal_Mx 🙄🙄🙄🙄🙄🙄🙄Vilchis ten dignidad!!... Me da asco verte sudar por inutil!,0,0,1,
2697,4090,,"no me había pasado que me dieran unas ganas de llorar horribles mientras estaba en clase, hasta hoy",0,0,0,4090.0
228,3352,,"@zootvman @E28637089 @ChumelTorres Pues que sugerencia tan idiota, mejor en vez de sugerir exija pero al gob que para eso nos quitan impuestos a todos.",0,0,1,3352.0
246,795,795.0,"#Policía 🚨🚓 |  Fue en la comunidad de El Chinaco
https://t.co/zZnF6wxqWS",0,0,0,
554,5549,,@yosaferrer Inútil!,0,0,1,5549.0
992,135,135.0,"mi suerte nada ni nadie me la vuela, mas bien soy el artefacto mágico que todo el mundo quiere tener",0,0,0,
2040,723,,"TU P1N¢H€ IGNORANTE LAME🥚🥚🥚🥚DE💩💩💩💩 POR ESO DEFIENDES A LA IGNORANCIA DESQUITA TUS 150 MILLONES. Q' TE DIO TU MESÍAS.., “Fanáticos ignorantes”: la ácida respuesta de Epigmenio Ibarra a quienes se burlaron de Leticia Ramírez - Infobae https://t.co/cDLsLcEQlG https://t.co/p8XctDyifx",1,1,1,723.0
2572,3300,,"@19fender84 que gente mas idiota esque para eso no se estudia,buscando la muerte y quedar paraliticos en vez de estar contentos como Dios nos trajo al mundo.",0,1,1,3300.0
788,2854,2854.0,"@josecmarind Justamente Xq no pueden ir a Miami, la traen a Vzla. pero sólo para ellos; el perraje q, los llevó al poder y q ya no necesitan, no pueden entrar a esos sitios, y si entran no pueden comprar nada. Capitalismo salvaje para ellos, hambre, miseria y occisos X mengua, para nosotros.",0,0,1,
368,3261,3261.0,@FBetRT Perdón ¿Eres retrasado mental? ¿Qué haces tuiteando y no usando camisa de fuerza?,0,0,1,
268,2274,2274.0,"@LaDaniGraterol Peorrrr, lo matan en el primer capítulo y la protagonista es la hija de Duncan, y tiene como compañera a una marimacha y  al final es pura quejadera, victimización y apologías progres. Pura basura",0,0,1,
125,2348,,Quieren que vuelva a sentir gollll eso es muy bueno #RealMadrid #HalaMadrid https://t.co/KfaAKO3ekO,0,0,0,2348.0
849,1627,,@flappy1x Muy q maldito,0,0,0,1627.0
2037,632,,"@latinus_us Vamos por más nuestro país merece seguridad, PRI tienes todo nuestro apoyo",0,0,0,632.0
188,3183,3183.0,"@NonServ45052516 @MasculinismoLi1 El punto es ese, no que tal cual busquemos que nos den un trato especial solamente que también vean esas cosas. No debe ser una tonta lucha de sexos. Ambos valen y cada uno tiene sus fortalezas y debilidades no es que seamos iguales realmente.",0,0,0,
2211,371,,"Me torcí el pie gente, me dueleeee",0,0,0,371.0
56,5591,,"Alguien sabe si el inútil de @alejandromurat, ya detuvo a su socio gasolinero y culpable de #Feminicidio en contra de @_ElenaRios?",0,0,1,5591.0
3420,1511,,"Todos buscan ahora a una mujer que escuche Santa Grifa, yo busco una mujer que se vista en vestido to y sea toda fresa.",0,0,0,1511.0
653,5974,,"@BenZagalto @DeniseDresserG La pregunta es, esta mal que otros usen al ejército, pero si el cacaslopez lo hace exactamente igual, esta bien? Bastante hipocrita chairete",0,0,1,5974.0
1625,3483,3483.0,Ese puto sidoso del Andrés de Toluca ya me tiene hasta los huevos,1,1,1,
1408,1818,,"No sé quién es más sidoso, si Layun o el pollo briseño, chingue a su madre ese pinche tribunero",1,1,1,1818.0
1289,2989,,@CRAMSV El delito es recibir miles de dares de FUSALMO ladron sin verguenza 🤬 https://t.co/IZTrNLKpKH,0,0,1,2989.0
1659,5636,,"@FJalifas @PonchoGutz Si wey, y de seguro también piensas que Ucrania va ganando. Tienen una mentalidad bien mediocre, piensas que lo que ustedes creen es la realidad; más bien fabrican su propia realidad con base en su propia ignorancia, por eso llevan 4 años de mentiras y no salen de done mismo.",0,0,1,5636.0
516,4376,,Hay cada subnormal en el metro puta vieja,1,0,1,4376.0
230,4592,4592.0,"@MariaGArocha @emmanuelcolina Lo q estás es jodiendo y buscando escoñetar las patria 🇻🇪, venezolana no eres ya q Gente sin 🧠 cómo tu no tienen patria. Eso sí vete para EEUU pues ya q es el único país que proteje a traidores como tú, auqi no haces falta, se necesitan Venezolanos q quieran al país y trabajen",1,1,1,
2591,1980,,Jajaja un día me van a bajar de la combi... Pensé en voz alta: APESTA!... Y don señor conductor aromatizó.,0,0,0,1980.0
867,1341,,"Así respondió Andy Ruiz a Julio César Chávez tras llamarlo ""huevón"" por no noquear a Luis Ortiz😱😱🥊
https://t.co/185Epphyfc &lt; https://t.co/Wti0721Vpf",1,0,1,1341.0
0,3367,3367.0,@ECavaniOfficial Tremendo salame sos menos mal q no viniste,1,0,1,
2165,5753,,@aracelibs Lo único verdadero en el delincuente confeso es que miente siempre.,0,0,0,5753.0
1125,4473,4473.0,"¿Por qué todas las vainas malas vienen juntas? ¿No pueden venir pasito y por niveles pa uno ir superando cosa por cosa?
Pero nooo,  todo de coñazo.",1,0,0,
325,1819,,"@doctormacias Ah, por las mismas fechas conocí a Salinas Price y me recibió en su oficina ‘gracias’ a un pariente, llegando le pregunta ¿este es tu pariente sidoso?, luego quiso venderme el libro de un negacionista del VIH que él financió, o algo así",0,0,1,1819.0
1951,1302,1302.0,@Itsss_My la alta facha,0,0,0,
344,4471,,Mi grupo de mamás en llamas pq dije que ya no llevaría yo las copias si no ellas POR QUE LUEGO LUEGO NO ME PAGAN WE pero como las tengo archivadas no observo nada hasta las 10 PM por salud mental obvio 😗👍🏼,0,0,0,4471.0
457,5035,5035.0,"@aracelibs @jorge_guajardo @Grupo_Bronco Así es, si no tocan libros pendejos y Sergio el putañero, no quiero nada.",1,0,1,
2938,5627,,"@elmancesar @Mitofsky_group Vergüenza te debería dar a ti, abogado mediocre, mentiroso  y mentecato",0,0,1,5627.0
2740,2393,,@Marchesssssssa Y las mujeres diciendo que septiembre sin paja ... Lol lo que hay es que dedicarte una yaaaa... Puedo?,0,0,0,2393.0
127,593,593.0,"@MalBicho_O ¡Y que pronto te vayas al infierno, carcamal!",0,0,1,
468,4436,,estoy cansada y no sé si es mental o físico,0,0,0,4436.0
3150,3362,,"no me busques en otras personas, no estoy en ninguna",0,0,0,3362.0
1284,4698,4698.0,Una vez por jodón le eché sal a la azucarera. Me acuerdo de la cara de mi papá escupiendo el café y me sigo riendo. CREO que nunca supo quien fue. @elAleGuarrero @thesmallestboy @KevinkeeganIII #travesuraMañanera https://t.co/7nJItBawYo,1,0,0,
1318,199,199.0,"Nuestra Política de Calidad está alineada a la Norma ISO 21001:2018 y estamos comprometidos en la formación de Profesionales Técnicos Bachiller de alto nivel. Conócela aquí https://t.co/pqOeoBArKm
@israeljeronimol
@MarlonM202
@Conalep_Edomex https://t.co/10YG0pYRN8",0,0,0,
3282,6038,,"@galledtr @camiscaraa Cállate zorra, NUNCA serás hombre y te lo grabas",0,1,1,6038.0
3238,3518,,Ya quiero ver al que me gusta.,0,0,0,3518.0
3373,5822,,"@ladimitrova Si ya saben que el cuadrúpedo de @PonchoGutz es un imbécil para que lo siguen, no le den reflectores, de eso vive, no sabe lo que es la dignidad ni la ética, si no vende no traga.",0,0,1,5822.0
221,1553,1553.0,Espero nunca me digan mándame una foto bañandote porque si me va a dar pena que salga el garrafón y el bote de litro de yogurt de manzana,0,0,0,
2671,1396,,"@Aletsp3c Por favor no amigos, la violencia nunca es solución.",0,0,0,1396.0
1168,3165,3165.0,"@_VicenteSerrano @lopezdoriga @alitomorenoc @Radio_Formula Pos es puma y le va a las chivas... 😂
Cínicos, corruptos y cobardes.
Layda nos muestra lo que ya sabíamos.
Esa ralea de pseudo periodistas. No se salva ni uno!... del ticher a la chafistegui pasando por babrozo y hasta el astillado.
Culi vendidos todos.",0,1,1,
916,5895,,@miseleccionmx @UnVasoDeLALA La ramera del fútbol.,0,0,1,5895.0
1025,1682,1682.0,"@JoseValdezSV Y lo dice el grencho Valdez, el más torpe E inútil de todos los chayoteros a paga de #DonCerote... Bueno, aparte del borrachin con aliento a vómito, el bolo Geovani Galeas @GaleasLibros",0,0,1,
2090,4098,,Como pq no se ponen a podar el césped en la madrugada y no cuando me estoy durmiendo en clase?,0,0,0,4098.0
2768,2812,,@Roberto_Gamalie Propaganda barata del vejestorio,0,0,1,2812.0
207,3330,,Marcos es un idiota,0,0,1,3330.0
573,4450,4450.0,hace hambre la concha de la madre.,1,0,0,
874,3571,,"Florence Pug como la malvada ricitos de oro en el Gato con Botas: El Último deseo, es lo más bonito y malvado de la peli ggg 😆😍

¡Próximamente en mis salas!

#Estrenos #Cinex #Peliculas #FlorencePug #GatoConBotas2 https://t.co/hkkzFdZ85K",0,0,0,3571.0
455,5082,,"Como verga van a andar diciendo que es seguro que tiembla el 19? Le preguntaron a las placas tectónicas o que ???

Pero si si me cuidan porque me desmayo",1,0,0,5082.0
1114,1007,1007.0,"@SARUMAN1 Hasta cuandooooo coño, por favor pongan preso a este pendejo",1,0,1,
839,151,151.0,"@drcumana Así es, así como hubieron aprovechados que hasta se hicieron diputados metiendo miedo a la gente, atajó se sinvergüenzas",0,0,0,
3431,2407,,Con la novedad… Hoy el anciano amaneció más cínico que de costumbre 🤷🏼‍♀️ https://t.co/3cTtR3ku3l,0,0,1,2407.0
1251,2144,2144.0,@ManlioNico Eso ya es parte del machote que les dan cuando llegan a Zapote,0,0,0,
48,2044,2044.0,"@brancami3 @hojillasilva Otro pajudo que no vio las manifestaciones masivas que habían en las dictadura del sur, mucha lenteja y cero neurona en los chavistas",1,0,1,
2939,4027,,@ASolaresM @VicGarciaDice Ser mártires inútiles,0,0,1,4027.0
245,3354,,@VaqueraUSA deben se nombrados la Generacion Idiota,0,0,1,3354.0
341,3656,3656.0,"@omarodhe @Viveminatitlan @Patrici23678172 @pedroferriz3 el bot todo pendejo! jajajajaja....jura que financia todo el gobierno federal con sus pinches 3 pesos de impuestos jajajajaja wey se los traga el FOBAPROA compa! ahora ya lo sabes, tus impuestos se van a la mierda. de nada.",1,1,1,
2896,2992,,"@MetroCDMX Querido @MetroCDMX  tienes instalaciones de excelencia , muchos paises quisieran tener tu infraestructura , es una verguenza los gerentes y director que tienes , realmente no es normal esta pesima administración por la que te riges, y tus constantes disculpas no sirven de nada 😓",0,0,1,2992.0
69,1547,,@ccamacho88 O sea no hay que criticar que es un majadero lepero con una mujer? Qué pedo,1,0,1,1547.0
1883,4562,4562.0,"Y amigos nunca lo olviden: recordar es volver a emputarse

Tengan un excelente día",1,0,0,
181,2696,,"@MirandaAsecas @ferbelaunzaran No entiendo porqué dice eso el enano, si en twitter siempre ganan las encuestas.",0,0,0,2696.0
1100,626,626.0,@mrcarizal Queremos paz y tu dando carnaza.......,0,0,0,
670,49,49.0,"Vía @muralcom En abril pasado, Cristiano Ronaldo azotó el teléfono móvil de un aficionado que lo grababa, por lo que recibió una amonestación condicional

#CR7
#PremierLeague
#LeeloEnCANCHA

 https://t.co/MJS8QgkOS6",0,0,0,
884,4751,4751.0,@DonDevaluacion Mi madre me dió la vida pero la chaqueta las ganas de vivirla,1,0,0,
1540,5141,,@sergiooliveiram Las bolas?,0,0,0,5141.0
3291,4044,,"@siriasaldana @lorenzocordovav @UNAM_MX Pero si son millones de AMLOVERS, no fantochean y fantasean con eso? que les preocupa? Con esto chqiros inutiles el miedo no anda en burro porque parece les salen alas a sus privilegios pagados de nuestros impuestos https://t.co/MTI8CGU0qb",0,0,1,4044.0
3247,3827,,@MemoriasPez Que torta el real Elcano¿Porque no pasó por el canal de Panamá?,0,0,0,3827.0
1326,5777,,"@letroblesrosa @CitlaHM @DeniseDresserG La cenadora se traga hasta las palabras, qué desesperación que no escucha.",0,0,0,5777.0
1043,23,23.0,Excelente más merecía el achichintle! Jajajaja 😂😂😂 https://t.co/PVIPFxhY3V,0,0,1,
1731,3990,,"El presidente ha puesto cientos de veces el ejemplo, si un permiso o concesión afecta, se revisa y de ser necesario se cancela. No pues con una presidente así de blandengue encarnada en @Claudiashein mejor voto por algún tarado del PRIAN.

""EL QUE FALLA EN LO -, FALLA EN LO +"" https://t.co/3aLExbtnwf",0,0,1,3990.0
